kanji,hanzi,meaning_vi,meaning_en,jlpt_level,onyomi,kunyomi,stroke_count,radical_utf,radical_name_ja,radical_meaning,story,num_vocab_examples,prev_kanji,next_kanji
絃,HUYỀN,Dây đàn,"string, cord, samisen music",N1,ゲン,いと,11,糸,いと,silk,Sợi tơ (糸) được Huyền (玄) dùng làm dây đàn (絃),0,寅,弦
眩,HUYỄN,Hoa mắt,"faint, dizzy",N1,"ゲン, カン","げん.す, くるめ.く, まぶ.しい, くら.む, まど.う, めま.い, まばゆ.い, くれ.る, ま.う",10,目,あみがしら,eye,Mắt (目) Huyền (玄) bị hoa mắt (眩),1,舷,蓄
蓄,SÚC,Tích trữ,"amass, raise, hoard, store",N1,チク,たくわ.える,13,艸,くさかんむり,grass,Tích trữ (蓄) cỏ (艹) cho gia súc (畜),3,眩,牽
牽,KHIÊN,Dắt đi,"pull, tug, drag, lead by hand",N1,ケン,ひ.く,11,牛,げん,cow,Huyền (玄) trùm khăn (冖) vào đầu con bò (牛) dắt đi (牽),0,蓄,姥
亜,Á,Châu á,"Asia, rank next, come after, -ous",N1,ア,つ.ぐ,7,二,に,two,Công nhân (工) tập trung (中) ở châu Á (亜),0,還,唖
濁,TRỌC,Đục nước,"voiced, uncleanness, wrong, nigori, impurity",N1,"ダク, ジョク","にご.る, にご.す",16,水,さんずい,water,Nước (氵) mắt từ võng (皿) bao (勹) nhiêu côn trùng (虫) rớt xuống làm đục nước (濁),2,繭,燭
扁,BIỂN,Giẹt,"level, small",N1,ヘン,ひらたい,9,戶,と,"door, house",Cửa (戸) hàng sách (冊) có treo biển (扁) hiệu,0,倫,遍
癒,DŨ,Chữa lành,"healing, cure, quench (thirst), wreak",N1,ユ,"い.える, いや.す, い.やす",18,疒,やまいだれ,sickness,Chữa lành (癒) bệnh (疒) tật bằng du (兪) lịch tâm (心) linh,1,喩,霊
妄,VỌNG,Vọng tưởng,"delusion, unnecessarily, without authority, reckless",N1,"モウ, ボウ",みだ.りに,6,女,おんな,"woman, female",Vong (亡) hồn người phụ nữ (女) vẫn vọng tưởng (妄),0,顕,盲
慕,MỘ,Hâm mộ,"pining, yearn for, love dearly, adore",N1,ボ,した.う,14,心,こころ,heart,Vẻ đẹp của sa mạc (莫) trái tim (心) rất hâm mộ (慕),1,墓,幕
其,KÌ,Cái đấy,that,N1,"キ, ギ, ゴ","それ, その",8,八,あまい,eight,Đấy là một dụng cụ (具) kì (其) lạ,0,幕,棋
碁,KÌ,Cờ vây,Go,N1,ゴ,,13,石,いし,stone,Kì (其) lạ dùng đá (石) làm cờ vây (碁),1,棋,欺
欺,KHI,Lừa đảo,"deceit, cheat, delude",N1,ギ,あざむ.く,12,欠,あくび,"lack, yawn",Khi đến kì (其) hạn mà thiếu (欠) nợ là lừa đảo (欺),2,碁,旗
且,THẢ,Ngoài ra,"moreover, also, furthermore",N1,"ショ, ソ, ショウ",か.つ,5,一,つき,one,Nguyệt (月) 1 (一) mình được thả (且) ra ngoài,1,蜂,粗
狙,THƯ,Đích nhắm,"aim at, sight, shadow, stalk",N1,"ソ, ショ","ねら.う, ねら.い",8,犬,けものへん,dog,Chó (犭) thả (且) ra là đích nhắm (狙) của kẻ trộm,1,租,阻
阻,TRỞ,Cản trở,"thwart, separate from, prevent, obstruct, deter, impede",N1,ソ,はば.む,8,阜,こざとへん,"mound, dam (阝 left)",Bồ (阝) thả (且) ra gây cản trở (阻),2,狙,宜
鎌,LIÊM,Cái liềm,"sickle, scythe, trick",N1,"レン, ケン",かま,18,金,かね,"metal, gold",Vàng (金) kiêm (兼) cả làm liềm (鎌) nữa!,0,簾,謙
覆,PHÚC,Che đậy,"capsize, cover, shade, mantle, be ruined",N1,フク,"おお.う, くつがえ.す, くつがえ.る",18,西,にし,west,Che đậy (覆) chuyện phương Tây (西) sắp phục hồi (復),3,劾,履
撮,TOÁT,Chụp ảnh,"snapshot, take pictures",N1,サツ,"と.る, つま.む, -ど.り",15,手,てへん,hand,Tay (扌) vào chỗ tối (最) để chụp ảnh (撮),3,娶,偲
錨,MIÊU,Mỏ neo,"anchor, grapnel",N1,"ビョウ, ミョウ",いかり,16,金,かね,"metal, gold",Kim loại (金) bọc cây non (苗) làm thành mỏ neo (錨),0,描,縛
奏,TẤU,Diễn tấu,"play music, speak to a ruler, complete",N1,ソウ,かな、かなでる,9,⼤,だい,"large, big",3 người (夫) lên Thiên (天) đình diễn tấu (奏),2,椿,泰
謀,MƯU,Mưu mô,"conspire, cheat, impose on, plan, devise, scheme, have in mind, deceive",N1,"ボウ, ム","はか.る, たばか.る, はかりごと",16,言,げん,speech,Lời nói (言) của người nào đó (某) đầy mưu mô (謀),1,某,媒
煤,MÔI,Nhọ nồi,"soot, smoke dried",N1,"バイ, マイ",すす,13,火,ひ,fire,Lửa (火) đốt nồi nào đó (某) thành nhọ nồi (煤),0,媒,嵌
圏,QUYỂN,Khí quyền,"sphere, circle, radius, range",N1,ケン,かこ.い,12,囗,くにがまえ,enclosure,Vây quanh (口) quyển sách (巻) là bầu khí quyển (圏),0,凶,倦
渓,KHÊ,Thung lũng,"mountain stream, valley",N1,ケイ,"たに, たにがわ",11,水,さんずい,water,Nước (氵) rửa móng tay (爪) chồng (夫) lấy từ thung lũng (渓),0,騰,扶
膨,BÀNH,Bánh trướng,"swell, get fat, thick",N1,ボウ,"ふく.らむ, ふく.れる",16,肉,つき,meat,Nguyệt (月) sau khi ăn 10 (十) hạt đậu (豆) tóc (彡) tai bành trướng (膨),5,鼓,呂
呂,LỮ,Bồn tắm,"spine, backbone",N1,"ロ, リョ",せぼね,7,口,くち,"mouth, opening",Bồn tắm (呂) hình số 8,3,膨,侶
丑,SỬU,Con bò,"sign of the ox or cow, 1-3AM, second sign of Chinese zodiac",N1,チュウ,うし,4,一,いち,one,Đao (刀) cầm 2 (二) tay là thằng sửu (丑) nhi,0,宮,紐
幾,"KI, CƠ",Bao nhiêu,"how many, how much, how far, how long, some, several",N1,キ,いく、いくつ、いくら,12,⺓,いとがしら,"young, slight",2 con yêu yêu (幺幺) qua (戈) hết người (人) này đến bao nhiêu (幾) người khác,1,幽,磯
几,KỈ,Cái ghế,"table, table enclosure, table or windy radical (no. 16)",N1,キ,きにょう,2,几,きにょう,table,Hình cái ghế,1,緩,飢
燕,YẾN,Chim yến,swallow (bird),N1,エン,"つばめ, つばくら, つばくろ",16,火,くち,fire,Chim yến (燕) mang cỏ (艹) bằng 1 (ー) miệng (口) bay về phương bắc (北) để đốt lửa (灬),0,杭,凡
葱,THÔNG,Hành,"stone leek, Welsh onion",N1,ソウ,ねぎ,12,艸,くさかんむり,grass,Hành (葱) là cây cỏ (艹) không phải con vật (勿) có 1 (丶) trái tim (心),0,惚,賜
架,GIÁ,Giá đỡ,"erect, frame, mount, support, shelf, construct",N1,カ,"か.ける, か.かる",9,木,き,tree,Gia tăng (加) thêm cây (木) làm giá đỡ (架),1,篤,賀
賀,HẠ,Chúc mừng,"congratulations, joy",N1,ガ,,12,⾙,かい,"shell, property, wealth",Gia tăng (加) thêm bảo bối (貝) để chúc mừng (賀) Điện Hạ,1,架,迦
襟,KHÂM,Cổ áo,"collar, neck, lapel, one's inner feelings",N1,キン,えり,18,衣,ころもへん,clothes,Y phục (衤) cấm (禁) hở cổ áo (襟),0,暦,讃
貰,THẾ,Nhận,"get, have, obtain",N1,"セイ, シャ",もら.う,12,貝,かい,shell,Nhận (貰) từ thế giới (世) bảo bối (貝),0,笹,喋
至,CHÍ,"Kịp, đến","climax, arrive, proceed, reach, attain, result in",N1,シ,いた、いたる,6,⾄,いたる,"to arrive, reach",Chí (至) Phèo có đến 1 (一) 4 (厶) mảnh đất (土),5,冒,緻
衡,HÀNH,Cân bằng,"equilibrium, measuring rod, scale",N1,コウ,,16,行,ぎょうがまえ,"go, do",Hành (行) nấu với cá (角) to (大) là nguồn dinh dưỡng cân bằng (衡),1,膳,桁
辣,LẠT,Gian ác,"pungent, spicy, harsh, cruel, severe",N1,ラツ,から.い,14,辛,からい,bitter,Ăn cay (辛) còn thúc (束) giục là gian ác (辣),0,疎,嗽
嗽,THẤU,Ho có đờm,"rinse, wash, gargle",N1,"ソウ, シュウ, ソク","すす.ぐ, ゆす.ぐ, くちすす.ぐ, うがい",14,口,くち,"mouth, opening",Miệng (口) sư thúc (束) bị khiếm khuyết (欠) nên ho có đờm (嗽),0,辣,漱
派,PHÁI,Phái đoàn,"faction, group, party, clique, sect, school",N1,ハ,,9,⺡,さんずい,water,Đất nước (氵) có 3 người (辰) thuộc phái đoàn (派),7,弧,赦
蛮,MAN,Dã man,barbarian,N1,バン,えびす,12,虫,むし,insect,Lưu Diệc Phi (亦) sợ côn trùng (虫) dã man (蛮),0,亦,衷
哀,AI,Bi ai,"pathetic, grief, sorrow, pathos, pity, sympathize",N1,アイ,"あわ.れ, あわ.れむ, かな.しい",9,口,ころも,"mouth, opening","Mặc y phục (衣) rách rưới, miệng (口) gào khóc bi ai (哀)",2,衷,衰
畏,ÚY,Sợ,"fear, majestic, graciously, be apprehensive",N1,イ,"おそ.れる, かしこま.る, かしこ, かしこ.し",9,田,た,field,Đại úy ra ruộng (田) thấy bộ y phục mất đầu (衣) nên sợ (畏) hãi,1,喪,隈
譲,NHƯỢNG,Nhượng bộ,"defer, turnover, transfer, convey",N1,ジョウ,ゆず.る,20,言,げん,speech,Nói chuyện (言) với cô nương (裏) thì phải nhượng bộ (譲),2,嬢,壌
釈,THÍCH,Giải thích,explanation,N1,"シャク, セキ","とく, す.てる, ゆる.す",11,釆,のごめ,"divide, distinguish, choose",1 (ノ) hạt gạo (米) bị xích (尺) lại không cần giải thích (釈),1,尺,択
穿,XUYÊN,Xuyên qua,"put on (to the feet), dig, pierce, drill",N1,セン,"うが.つ, は.く",10,穴,あな,cave,Lỗ (穴) sâu răng (牙) có thể nhìn xuyên qua (穿),0,邪,既
袴,KHỐ,Cái khố,men's formal divided skirt,N1,"コ, ク","はかま, ずぼん",11,衣,ころもへん,clothes,Y phục (衤) to (大) gấp 15 (一ち) lần là cái khố (袴),0,誇,顎
呑,THÔN,Nuốt,drink,N1,"トン, ドン",の.む,7,口,くち,"mouth, opening",Yêu (天) quái mở miệng (口) nuốt (呑),0,添,狂
詮,THUYÊN,Kỹ càng,"discussion, methods called for, selection, result",N1,セン,"せん.ずる, かい, あき.らか",13,言,げん,speech,Nói (言) toàn (全) chuyện luyên thuyên (詮),0,栓,厄
範,PHẠM,Phạm vi,"pattern, example, model",N1,ハン,,15,⺮,たけかんむり,bamboo,"Ở rừng trúc (竹), xe (車) chở C (已) chỉ chạy trong phạm vi (範) cho phép",2,厄,氾
操,THAO,Thao tác,"maneuver, manipulate, operate, steer, chastity, virginity, fidelity",N1,ソウ,みさお、あやつ、あやつる,16,⺘,てへん,hand,Thao tác (操) tay (扌) bôi phẩm (品) lên cây (木),5,癌,繰
尻,KHẢO,Cái mông,"buttocks, hips, butt, rear",N1,コウ,しり,5,尸,しかばね,corpse,Xác chết (尸) hở 9 (九) cái mông (尻),0,尾,尼
娯,NGU,Giải trí,"recreation, pleasure",N1,ゴ,,10,女,おんな,"woman, female",Phụ nữ (女) nước Ngô (呉) chỉ lo vui chơi giải trí (娯),1,呉,虞
嘱,CHÚC,Giao phó,"entrust, request, send a message",N1,ショク,"しょく.する, たの.む",15,口,くち,"mouth, opening",Miệng (口) đọc thuộc (属) di chúc (嘱),0,属,呉
腎,THẬN,Quả thần,kidney,N1,ジン,,13,肉,しん,meat,Đại thần (臣) quay lại (又) viện hàng tháng (月) để chạy thân (腎),0,鰹,臼
臼,CỮU,Cái cối,mortar,N1,"キュウ, グ","うす, うすづ.く",6,臼,うす,mortar,2 Em (Eヨ) cùng làm cái cối (臼),0,腎,潟
興,HƯNG,Hưng phấn,"entertain, revive, retrieve, interest, pleasure",N1,コウ、キョウ,おこ、おこる、おこす,16,⾅,うす,"mortar, quern",Cối (臼) đồng (同) 18 (一八) người khênh rất hưng phấn (興),6,鼠,輿
為,VI,Hành vi,"do, change, make, benefit, welfare, be of use, reach to, try, practice, cost, serve as, good, advantage, as a result of",N1,イ,"ため, な.る, な.す, す.る, たり, つく.る, なり",9,火,てん,fire,Bầu sô (ソ) đứng trên ruộng bậc thang châm lửa (灬) đốt là hành vi (為) phá hoại,1,頬,偽
毀,HỦY,Phá hủy,"break, destroy, censure, be chipped, be scratched, be broken, be ruined",N1,キ,"こぼ.つ, こわ.す, こぼ.れる, こわ.れる, そし.る, やぶ.る",13,殳,うす,"weapon, lance",Cối (臼) đất (土) bị kẻ thù (殳) phá hủy (毀),0,潟,睨
偽,NGỤY,Nguỵ biện,"falsehood, lie, deceive, pretend, counterfeit, forgery",N1,"ギ, カ","いつわ.る, にせ, いつわ.り",11,人,にんべん,"man, human",Người (亻) có hành vi (為) sai trái rất hay ngụy biện (偽),2,為,曹
漕,TÀO,Chèo thuyền,"rowing, scull, paddle",N1,ソウ,"こ.ぐ, はこ.ぶ",14,水,さんずい,water,Dưới nước (氵) Tào Tháo (曹) đang chèo thuyền (漕),1,遭,后
鉛,DUYÊN,Chất chì,lead,N1,エン,なまり,13,金,かね,"metal, gold",Kim loại (金) đi qua 8 (八) cửa khẩu (口) là chât chì (鉛),1,沿,朕
朕,TRẪM,Xưng vua,"majestic plural, imperial we",N1,チン,,10,月,つき,"moon, month",Cho Nguyệt (月) làm quan (关) là lệnh của trẫm (朕),0,鉛,丹
呈,TRÌNH,Trình bày,"display, offer, present, send, exhibit",N1,テイ,,7,口,くち,"mouth, opening",Miệng (口) vua (王) đang trình bày (呈),1,皇,聖
聖,THÁNH,Thần thánh,"holy, saint, sage, master, priest",N1,セイ,ひじり,13,⽿,みみ,ear,Thần thánh (聖) tai (耳) nghe trình bày (呈),0,呈,唱
殖,THỰC,Thực dân,"augment, increase, multiply, raise",N1,ショク,"ふ.える, ふ.やす",12,歹,がつ,"death, decay",Xấu xa (歹) trực tiếp (直) là thực dân (殖),1,娼,踏
箋,TIÊN,Giấy viết thư,"paper, label, letter, composition",N1,セン,ふだ,14,竹,たけ,bamboo,Cây trúc (竹) qua (戈) 2 lần chế tạo thành giấy viết thư (箋),0,閥,餓
鵞,NGA,Con ngỗng,goose,N1,ガ,,18,鳥,とり,bird,Con ngỗng (鵞) ngã (我) vào con chim (鳥),0,餓,託
託,THÁC,Ủy thác,"consign, requesting, entrusting with, pretend, hint",N1,タク,"かこつ.ける, かこ.つ, かこ.つける",10,言,げん,speech,Nói (言) 17 (モ) lần để ủy thác (託),0,鵞,詫
錦,CẨM,Thổ cẩm,"brocade, fine dress, honors",N1,キン,にしき,16,金,かね,"metal, gold",Dùng kim loại (金) gắn vào khăn trắng (帛) thổ cẩm (錦),0,羞,瓦
瓦,NGÕA,Ngói,"tile, gram",N1,ガ,"かわら, ぐらむ",5,瓦,かわら,tile,12 (工乙) viên (丶) ngói (瓦),0,錦,餅
隔,XÁCH,Xa cách,"isolate, alternate, distance, separate, gulf",N1,カク,"へだ.てる, へだ.たる",13,阜,こざとへん,"mound, dam (阝 left)",Em Bồ (阝) đã 10 (ō) năm 4 (内) Tháng (Ｔ) xa cách (隔) tôi,6,肺,塑
柿,THỊ,Cây hồng,persimmon,N1,シ,かき,9,木,き,tree,Cây (木) trồng nhiều ở thành phố (市) là cây hồng (柿),0,緯,肺
詣,NGHỆ,Hành hương,"visit a temple, arrive, attain",N1,"ケイ, ゲイ","けい.する, まい.る, いた.る, もう.でる",13,言,げん,speech,Đi hành hương (詣) nói (言) ý chỉ (旨) của Hoàng Thượng,0,旨,稽
旨,CHỈ,Ý chí,"delicious, relish, show a liking for, purport, will, clever, expert",N1,シ,"むね, うま.い",6,日,さじ,"sun, day",Chỉ (旨) cười hihi (匕) cả ngày (日),3,獅,詣
絢,HUYẾN,Rực rỡ,brilliant fabric design,N1,ケン,,12,糸,いと,silk,Sợi tơ (糸) để 1 tuần (旬) màu sắc trở nên rực rỡ (絢),0,殉,刃
刃,NHẬN,Sắc nhọn,"blade, sword, edge",N1,"ジン, ニン","は, やいば, き.る",3,刀,かたな,"knife, sword",Đao (刀) bị xước (丶) những vẫn sắc nhọn (刃),0,絢,忍
誠,THÀNH,Thành thực,"sincerity, admonish, warn, prohibit, truth, fidelity",N1,セイ,まこと,13,,ごんべん,"words, to speak, say",Lời nói (言) của người thành công (成) rất thành thực (誠),3,遮,斉
戯,HÍ,Trêu đùa,"frolic, play, sport",N1,"ギ, ゲ","たわむ.れる, ざ.れる, じゃ.れる",15,戈,ほこ,"spear, halberd",Đứa trẻ hư (虚) chạy qua (戈) chạy lại trêu đùa (戯),1,嘘,膚
慮,LỰ,Lưỡng lự,"prudence, thought, concern, consider, deliberate, fear",N1,リョ,"おもんぱく.る, おもんぱか.る",15,心,とらがしら,heart,Hổ (虍) đang suy nghĩ (思) lưỡng lự (慮),6,膚,虎
旦,ĐÁN,Nguyên đán,"daybreak, dawn, morning",N1,"タン, ダン","あき.らか, あきら, ただし, あさ, あした",5,日,ひ,"sun, day",Ngày (日) mồng 1 (一) Tết Nguyên Đán (旦),1,鱒,但
胆,ĐẢM,"Can đảm, mạnh","gall bladder, courage, pluck, nerve",N1,タン,きも,9,肉,つき,meat,Nguyệt (月) vào dịp Tết Nguyên Đán (旦) cam đảm (胆) làm việc đến đêm,2,但,壇
喧,HUYÊN,Huyên náo,"noisy, boisterous",N1,ケン,"やかま.しい, かまびす.しい",12,口,くち,"mouth, opening",Miệng (口) tuyên truyền (宣) huyên náo (喧) cả khu,1,宣,恒
宣,TUYÊN,Tuyên truyền,"proclaim, say, announce",N1,セン,のたま.う,9,⼧,うかんむり,"roof, house",Dưới mái nhà (宀) 2 ngày (亘) đi tuyên truyền (宣),3,壇,喧
喚,HOÁN,Hô hoán,"yell, cry, call, scream, summon",N1,カン,わめ.く,12,口,くち,"mouth, opening",Miệng (口) bị móc (ク)) tứ (四) đại (大) mỹ nhân hô hoán (喚),0,凌,姫
弥,DI,A di,"all the more, increasingly",N1,"ミ, ビ","や, いや, いよ.いよ, わた.る",8,弓,ゆみ,bow,Trong cung (弓) nằm (𠂉) chú tiểu (小) miệng vẫn niệm A Di (弥) Đà Phật,0,称,貴
貴,QUÝ,Quý tộc,"precious, value, prize, esteem, honor",N1,キ,たっと、とうと、たっとい、とうとい,12,⾙,かい,"shell, property, wealth",Ở trung tâm (中) có 1 (一) bảo bối (貝) quý (貴),4,弥,遺
髭,TÌ,Râu,"beard, mustache",N1,シ,"ひげ, くちひげ",16,髟,かみかんむり,long hair,Râu (髭) dài (長) hơn tóc (彡) đây này (此),0,脹,脊
郭,QUÁCH,Thành quách,"enclosure, quarters, fortification, red-light district",N1,カク,くるわ,11,邑,むら,town (阝 right),Hưởng thụ (享) cùng Bồ (阝) trong thành quách (郭),0,享,熟
舵,ĐÀ,Bánh lái thuyền,"rudder, helm, wheel",N1,"ダ, タ",かじ,11,舟,ふね,boat,Bánh lái (舵) thuyền (舟) có hình con mãng xà (它),0,蛇,陀
而,NHI,"Mà, và","and yet, and then, but, however, nevertheless",N1,"ジ, ニ","しこ.うして, しか.して, しか.も, しか.れども, すなわち, なんじ, しかるに",6,而,しこうして,beard,Giống hình bồ cao 4 răng của Trư Bát Giới,0,陀,儒
濡,NHU,Ướt,"get wet, damp, make love",N1,"ジュ, ニュ","ぬれ.る, ぬら.す, ぬ.れる, ぬ.らす, うるお.い, うるお.う, うるお.す",17,水,さんずい,water,Dùng nước (氵) khi có nhu cầu (需) làm ướt (濡),2,儒,耐
瑞,THỤY,Thụy điển,congratulations,N1,"ズイ, スイ","みず-, しるし",13,玉,たま,jade (king),Ở Thụy Điển (瑞) vua (王) cũng leo núi (山) cùng thiếu nhi (而),0,耐,喘
喘,SUYỂN,Hen suyễn,"pant, gasp, breathe hard",N1,"ゼン, セン","あえ.ぐ, せき",12,口,くち,"mouth, opening","Ở gần miệng (口) núi (山) lửa thiếu nhi (而) dễ mắc bệnh hen suyễn (喘),",0,瑞,頃
蟹,GIẢI,Con cua,crab,N1,カイ,かに,19,虫,むし,insect,Giải (解) thoát côn trùng (虫) bị cua (蟹) kẹp,0,喉,麗
淑,THỤC,Hiền thục,"graceful, gentle, pure",N1,シュク,しと.やか,11,水,さんずい,water,Khi uống nước (氵) nhìn thúc (叔) thật hiền thục (淑),0,叔,寂
鳩,CƯU,Chim bồ câu,"pigeon, dove",N1,"キュウ, ク","はと, あつ.める",13,鳥,とり,bird,9 (九) con chim (鳥) bồ câu (鳩),0,烏,鴨
鴨,ÁP,Con vịt,"wild duck, easy mark",N1,オウ,"かも, あひる",16,鳥,とり,bird,Mặc áo giáp (甲) vào con chim (鳥) biến thành con vịt (鴨),0,鳩,鵜
耕,CANH,Canh tác,"till, plow, cultivate",N1,コウ,たがや、たがやす,10,⽾,らいすき,plow,Canh tác (耕) cày (耒) bừa dùng nước giếng (井),1,鷲,耗
又,HỰU,Lại nữa,"or again, furthermore, on the other hand",N1,ユウ,"また, また-, また.の-",2,又,また,right hand,Lại vắt chéo 2 chân,0,吃,桑
綴,CHUẾ,Đánh vần,"compose, spell, write, bind (books)",N1,"テイ, テツ, テチ, ゲツ","と.じる, つづ.る, つづり, すみ.やか",14,糸,いと,silk,Đánh vần (綴) chỉ (糸) cần nói lại 4 lần (又),0,桑,鱗
